"id","name","startdate","enddate","tags","lat","lng"
"1028726","""Psychology and Trauma - A Free Talk""","2018-02-19T19:00:00-08:00","2018-02-19T20:30:00-08:00","[""Forums & Talks""]","49.2442998",-123.1076556
"1000236","""MEC Vancouver: Road Race ONE""","2018-01-28T09:00:00-08:00","2018-01-28T12:00:00-08:00","[""Sports"", ""Other""]","49.2925967",-123.1337407
"1029266","""The Pat Chessell Band""","2018-02-07T19:00:00-08:00","2018-02-07T19:00:00-08:00","[""Concerts"", ""Nightlife""]","49.26060520000001",-123.2459938
"1029261","""Storytelling With Drag Queens""","2018-02-14T20:00:00-08:00","2018-02-14T23:00:00-08:00","[""Literary/Books"", ""Nightlife""]","49.2660509",-123.0694337
"1029391","""The Whiskeyjays""","2018-03-17T20:00:00-07:00","2018-03-17T20:00:00-07:00","[""Concerts""]","49.2828958",-123.1150214
"1029446","""R2D Camp Vancouver 2018""","2018-03-17T09:00:00-07:00","2018-03-18T22:00:00-07:00","[""Dance"", ""Performing Arts""]","49.235721",-122.8720209
"1029296","""Johnny LeRoux""","2018-02-09T19:30:00-08:00","2018-02-09T19:30:00-08:00","[""Concerts"", ""Nightlife""]","49.2903197",-123.1174984
"1030951","""Sculpture Mentoring Workshop""","2018-03-01T18:00:00-08:00","2018-03-29T20:30:00-07:00","[""Forums & Talks"", ""Nightlife""]","49.2761405",-123.0795255
"1029246","""Toque Flamenco""","2018-02-07T20:30:00-08:00","2018-02-07T20:30:00-08:00","[""Nightlife"", ""Performing Arts""]","49.2543709",-123.1149523
"1029291","""Open Mic""","2018-02-08T00:00:00-08:00","2018-03-29T00:00:00-07:00","[""Concerts"", ""Nightlife""]","49.2660509",-123.0694337
"1029351","""Alexander Technique workshop for Pianists""","2018-03-12T11:00:00-07:00","2018-03-12T13:00:00-07:00","[""Other""]","49.2633176",-123.131944
"1027921","""Improv Against Humanity: Cupid&#039;s Revenge""","2018-02-21T20:00:00-08:00","2018-02-21T22:00:00-08:00","[""Comedy"", ""Performing Arts""]","49.2621803",-123.0704502
"1011056","""Legally Blonde""","2018-02-02T20:00:00-08:00","2018-02-17T22:00:00-08:00","[""Dance"", ""Performing Arts""]","49.216254",-122.9846437
"1029286","""The Pat Chessell Band""","2018-02-08T19:00:00-08:00","2018-02-08T19:00:00-08:00","[""Nightlife"", ""Concerts""]","49.26060520000001",-123.2459938
"1029376","""Sweetz""","2018-02-08T20:30:00-08:00","2018-02-08T20:30:00-08:00","[""Concerts"", ""Performing Arts""]","49.28103369999999",-123.1041914
"1021711","""Book Launch: Basically Queer--An intergenerational introduction to LGBTQA2S+ lives""","2018-02-02T18:30:00-08:00","2018-02-02T21:30:00-08:00","[""Literary/Books"", ""Activism""]","49.2768765",-123.0697401
"1027356","""Creator Series: Musicians Averill, Arnott, and Spitale""","2018-02-22T19:00:00-08:00","2018-02-22T20:30:00-08:00","[""Other""]","49.27966840000001",-123.1154772
"1014476","""Palm Haze + Indigo Indigo + Late Night Takeaway""","2018-01-31T19:30:00-08:00","2018-01-31T23:00:00-08:00","[""Concerts"", ""Food & Drink""]","49.28302739999999",-123.0962677
"1033826","""Tanya Tagaq and Laakkuluk Williamson Bathory""","2018-03-16T00:00:00-07:00","2018-03-17T00:00:00-07:00","[""Concerts""]","49.26060520000001",-123.2459938
"1029316","""The Whiskey Dicks""","2018-02-09T19:00:00-08:00","2018-02-09T19:00:00-08:00","[""Concerts"", ""Nightlife""]","49.269076",-123.1187966
"1029381","""DJ Rexx Birthday Jam""","2018-02-09T23:00:00-08:00","2018-02-09T23:00:00-08:00","[""Nightlife"", ""Dance""]","49.28103369999999",-123.1041914
"1033906","""Creative Coaching Session: Animation + VFX""","2018-02-24T12:00:00-08:00","2018-02-24T15:00:00-08:00","[""Other"", ""Forums & Talks""]","49.28335200000001",-123.1080423
"1029421","""UBC Choirs: Unicornis Captivatur""","2018-02-15T20:00:00-08:00","2018-02-15T20:00:00-08:00","[""Concerts""]","49.26060520000001",-123.2459938
"1029951","""Lindsay Sealey: Growing Strong Girls""","2018-02-22T18:30:00-08:00","2018-02-22T20:00:00-08:00","[""Literary/Books"", ""Forums & Talks""]","49.2684734",-123.1839515
"1029306","""Coldwater Road""","2018-02-10T19:00:00-08:00","2018-02-10T19:00:00-08:00","[""Concerts"", ""Nightlife""]","49.2903197",-123.1174984
"1029476","""Raymond Nakamura""","2018-02-15T19:30:00-08:00","2018-02-15T19:30:00-08:00","[""Forums & Talks"", ""Museums""]","49.2775369",-123.1476764
"1029471","""Vancouver Improvised Music Meeting 2018""","2018-03-23T00:00:00-07:00","2018-03-25T00:00:00-07:00","[""Concerts""]","49.27995130000001",-123.0992712
"1029656","""Antique and Collectable Market""","2018-03-03T08:30:00-08:00","2018-03-03T14:00:00-08:00","[""Markets""]","49.1172743",-122.8005288
"1029551","""Babes Who Brunch""","2018-02-24T11:00:00-08:00","2018-02-24T13:00:00-08:00","[""Forums & Talks""]","49.2811002",-123.1177713
"1029456","""Intro to Editing in Adobe Premiere""","2018-02-06T00:00:00-08:00","2018-02-06T00:00:00-08:00","[""Film"", ""Forums & Talks""]","49.2610166",-123.0477875
"1030301","""Che Malambo""","2018-04-11T20:00:00-07:00","2018-04-11T20:00:00-07:00","[""Dance""]","49.2798747",-123.1124716
"1029251","""Abilities Expo and Job Fair""","2018-03-02T11:30:00-08:00","2018-03-02T16:30:00-08:00","[""Other""]","49.2733084",-123.1217472
"1029066","""Music Gives Hope""","2018-02-21T19:30:00-08:00","2018-02-21T21:30:00-08:00","[""Concerts""]","49.33063139999999",-123.0716483
"1010751","""Dementia: Tips Caregivers Need to Know""","2018-01-30T13:00:00-08:00","2018-01-30T14:30:00-08:00","[""Forums & Talks""]","49.2331436",-123.1567269
"1029096","""Improv X Movies aka Box Office Laughs""","2018-02-27T20:00:00-08:00","2018-02-27T21:30:00-08:00","[""Comedy"", ""Performing Arts""]","49.2660509",-123.0694337
"1028981","""Collected Traces and Still Here""","2018-04-18T20:00:00-07:00","2018-04-21T20:00:00-07:00","[""Dance""]","49.2407365",-122.9694505
"1029136","""Free Therapeutic Recreation (Gerontology) Info Session""","2018-02-08T19:00:00-08:00","2018-02-08T21:00:00-08:00","[""Other""]","49.1873415",-122.8504086
"1029201","""Oz! The Panto Musical""","2018-03-10T00:00:00-08:00","2018-03-11T00:00:00-08:00","[""Kids' Stuff"", ""Performing Arts""]","49.2767516",-123.0661279
"1027691","""Open House Arbutus Shaughnessy Kerrisdale Friendship Society""","2018-03-15T15:00:00-07:00","2018-03-15T18:00:00-07:00","[""Other""]","49.2338712",-123.1571594
"1016016","""Free Yoga Teacher Training Class""","2018-02-10T13:30:00-08:00","2018-02-10T16:00:00-08:00","[""Other""]","49.268327",-123.1554636
"1029031","""A Latin Music Valentine""","2018-02-10T20:00:00-08:00","2018-02-10T20:00:00-08:00","[""Dance"", ""Concerts""]","49.2773031",-123.0660697
"1029016","""Come in From the Rain Concert""","2018-03-03T19:00:00-08:00","2018-03-03T19:00:00-08:00","[""Performing Arts""]","49.25812149999999",-123.1459717
"1029081","""Hint of Lime""","2018-02-07T20:30:00-08:00","2018-02-07T22:45:00-08:00","[""Concerts""]","49.2703067",-123.0693175
"1028966","""Love After Loss""","2018-03-03T14:00:00-08:00","2018-03-03T16:00:00-08:00","[""Forums & Talks"", ""Other""]","49.1701697",-121.9645174
"1029021","""Mirrored In Stone: &#039;New Chapter&#039; Project Launch""","2018-02-12T18:00:00-08:00","2018-02-12T18:00:00-08:00","[""Forums & Talks"", ""Activism""]","49.2823717",-123.1085803
"1029191","""Yoga Essentials""","2018-03-11T13:30:00-07:00","2018-03-11T15:30:00-07:00","[""Sports"", ""Other""]","49.2766448",-123.1206961
"1029196","""Music from the Celtic Isles""","2018-03-10T19:30:00-08:00","2018-03-10T19:30:00-08:00","[""Concerts"", ""Fundraisers & Charity""]","49.2388004",-122.8609699
"1029131","""PBLI - Taxation of Private Companies: The New Frontier""","2018-02-27T09:00:00-08:00","2018-02-27T17:00:00-08:00","[""Forums & Talks""]","49.2829261",-123.1203895
"1029091","""Ask Me Anything Improv""","2018-02-20T20:00:00-08:00","2018-02-20T21:30:00-08:00","[""Comedy"", ""Performing Arts""]","49.2660509",-123.0694337
"968501","""Marion Bridge""","2018-05-10T19:30:00-07:00","2018-05-26T00:00:00-07:00","[""Theatre""]","49.33799",-123.160163
"1028961","""WomenCrushVAN: March 2018 Showcase""","2018-03-14T20:00:00-07:00","2018-03-14T23:00:00-07:00","[""Concerts"", ""Performing Arts""]","49.2836465",-123.1039494
"1029211","""GVHBA Spring Home Reno Show""","2018-03-17T10:00:00-07:00","2018-03-17T16:00:00-07:00","[""Markets"", ""Forums & Talks""]","49.2385564",-123.1287215
"1028751","""Beyond Judgement: A Free Talk""","2018-02-27T19:00:00-08:00","2018-02-27T20:30:00-08:00","[""Forums & Talks""]","49.27966840000001",-123.1154772
"1028946","""Voices""","2018-03-03T19:30:00-08:00","2018-03-03T19:30:00-08:00","[""Concerts""]","49.168159",-121.937737
"1015566","""The Pancakes and Booze Art Show""","2018-02-01T19:00:00-08:00","2018-02-02T01:00:00-08:00","[""Nightlife"", ""Galleries""]","49.28052839999999",-123.1007512
"1029036","""ElderCollege Delta Spring 2018 programme""","2018-02-19T19:00:00-08:00","2018-02-28T19:00:00-08:00","[""Forums & Talks""]","49.0215515",-123.0735292
"1028591","""The Heart of Love A Free Talk""","2018-02-06T19:00:00-08:00","2018-02-06T20:30:00-08:00","[""Forums & Talks""]","49.2750639",-123.0704248
"1028916","""Borrowing 101: Financing Basics""","2018-05-07T19:00:00-07:00","2018-05-07T20:30:00-07:00","[""Forums & Talks"", ""Other""]","49.2282583",-123.0063736
"1028886","""Titanic""","2018-02-08T20:45:00-08:00","2018-02-08T20:45:00-08:00","[""Film""]","49.2621803",-123.0704502
"1013246","""Shaken Not Stirred: A James Bond Panto""","2018-01-19T19:30:00-08:00","2018-02-03T22:00:00-08:00","[""Theatre"", ""Comedy""]","49.3380699",-123.0693135
"1028756","""Mike Wilmot""","2018-02-08T00:00:00-08:00","2018-02-10T00:00:00-08:00","[""Comedy""]","49.2808932",-123.1272281
"1028851","""The Flame: True Stories from the Pale Blue Dot""","2018-03-07T19:00:00-08:00","2018-03-07T22:00:00-08:00","[""Performing Arts"", ""Nightlife""]","49.27638349999999",-123.1445046
"1028861","""Frenship""","2018-05-04T20:00:00-07:00","2018-05-04T20:00:00-07:00","[""Concerts""]","49.2604058",-123.0966757
"1028766","""John Perrotta""","2018-02-08T00:00:00-08:00","2018-02-10T00:00:00-08:00","[""Comedy""]","49.2601559",-123.1156326
"1028171","""St. Andrew&#039;s Wesley&#039;s 7th Annual Oscar Sermon Series""","2018-02-11T10:30:00-08:00","2018-03-04T10:30:00-08:00","[""Attractions"", ""Forums & Talks""]","49.281652",-123.1271058
"1011331","""Air Stranger""","2018-01-27T20:00:00-08:00","2018-01-28T03:00:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"978791","""First Aid Kit""","2018-01-27T19:55:00-08:00","2018-01-27T19:55:00-08:00","[""Concerts""]","49.2798086",-123.1216378
"1028866","""Lila Downs""","2018-03-10T20:00:00-08:00","2018-03-10T20:00:00-08:00","[""Concerts""]","49.26060520000001",-123.2459938
"1028776","""Black Suit Devil""","2018-03-15T19:00:00-07:00","2018-03-15T19:00:00-07:00","[""Performing Arts"", ""Concerts""]","50.3849127",-105.5451341
"1022586","""Sure Sure""","2018-04-06T20:00:00-07:00","2018-04-06T20:00:00-07:00","[""Concerts""]","49.26425889999999",-123.1011823
"967801","""Kiss The Cook Valentine&#039;s Day Couples&#039; Cooking Class""","2018-02-14T18:00:00-08:00","2018-02-14T20:30:00-08:00","[""Food & Drink""]","49.29248639999999",-123.1288927
"1025281","""The Vancouver Badass Film Festival""","2018-02-23T00:00:00-08:00","2018-02-25T00:00:00-08:00","[""Film"", ""Festivals""]","49.2621803",-123.0704502
"1028131","""Family Day at the ACT with Rick Scott and Nico Rhodes""","2018-02-12T13:00:00-08:00","2018-02-12T14:00:00-08:00","[""Kids' Stuff"", ""Concerts""]","49.219157",-122.5984586
"1000841","""Mako""","2018-02-06T21:00:00-08:00","2018-02-06T21:00:00-08:00","[""Concerts""]","49.28052839999999",-123.1007512
"1026981","""Pictures at an Exhibition 2.""","2018-01-31T00:00:00-08:00","2018-02-28T00:00:00-08:00","[""Galleries""]","49.2656851",-123.1387203
"1014566","""Sea Glass Jewellery Workshop""","2018-01-20T14:00:00-08:00","2018-04-28T15:30:00-07:00","[""Museums""]","48.4225319",-123.366437
"1028706","""Black Suit Devil""","2018-03-14T20:00:00-07:00","2018-03-14T20:00:00-07:00","[""Performing Arts"", ""Nightlife""]","49.2640773",-123.1492312
"1028476","""Gus Dapperton""","2018-04-18T21:00:00-07:00","2018-04-18T21:00:00-07:00","[""Concerts""]","49.26425889999999",-123.1011823
"1028506","""Sloan""","2018-04-20T21:00:00-07:00","2018-04-20T21:00:00-07:00","[""Concerts""]","49.281962",-123.0998865
"1013546","""Nicola Gunn: Artist Talk""","2018-01-15T19:00:00-08:00","2018-01-15T19:00:00-08:00","[""Dance"", ""Forums & Talks""]","49.2824817",-123.108192
"1028146","""Rick Scott and Nico Rhodes""","2018-02-14T20:00:00-08:00","2018-02-14T20:00:00-08:00","[""Concerts""]","50.117771",-122.9543072
"1028101","""Valentine&#039;s Day Couples Massage Workshop""","2018-02-14T06:30:00-08:00","2018-02-14T09:30:00-08:00","[""Other""]","49.2643773",-123.1365169
"1028321","""Valentine&#039;s Candlelight Concert""","2018-02-14T17:30:00-08:00","2018-02-14T21:00:00-08:00","[""Concerts"", ""Food & Drink""]","49.257071",-123.1368164
"1028891","""The Princess Bride""","2018-02-09T20:45:00-08:00","2018-02-09T20:45:00-08:00","[""Film""]","49.2621803",-123.0704502
"1028691","""Saturday Blues and Rock Night""","2018-02-17T21:00:00-08:00","2018-02-18T01:00:00-08:00","[""Nightlife"", ""Performing Arts""]","49.2809877",-123.0982082
"1028496","""Protecting B.C.&#039;s Sea of Glass: An Evening of Action and Dialogue""","2018-02-13T19:00:00-08:00","2018-02-13T21:00:00-08:00","[""Activism"", ""Forums & Talks""]","49.2832172",-123.123468
"1028121","""Vivaldi Gloria""","2018-03-04T15:00:00-08:00","2018-03-04T15:00:00-08:00","[""Performing Arts"", ""Concerts""]","49.2604583",-123.1366234
"1028336","""Live Stand up Comedy""","2018-02-05T21:00:00-08:00","2018-02-05T23:00:00-08:00","[""Comedy"", ""Food & Drink""]","49.26381569999999",-123.1016809
"1028896","""The Room""","2018-02-09T23:15:00-08:00","2018-02-09T23:15:00-08:00","[""Film""]","49.2621803",-123.0704502
"1028161","""Pecha Kucha New West Volume 18""","2018-03-03T20:00:00-08:00","2018-03-03T22:00:00-08:00","[""Forums & Talks""]","49.2151825",-122.9269202
"1028191","""Next 100WomenVan Meeting""","2018-03-05T18:00:00-08:00","2018-03-05T19:00:00-08:00","[""Fundraisers & Charity""]","49.2848948",-123.1105267
"1028561","""The Insult""","2018-02-23T00:00:00-08:00","2018-03-03T00:00:00-08:00","[""Film""]","49.277062",-123.124918
"1028306","""The Dirty Betty Show GALentines day edition""","2018-02-16T20:00:00-08:00","2018-02-16T23:00:00-08:00","[""Comedy"", ""Performing Arts""]","49.2660509",-123.0694337
"1028136","""Rick Scott and Nico Rhodes""","2018-02-16T19:30:00-08:00","2018-02-16T22:00:00-08:00","[""Concerts""]","49.378929",-123.3442525
"1028341","""7 Minutes in Heaven""","2018-02-07T19:00:00-08:00","2018-02-07T20:30:00-08:00","[""Theatre"", ""Performing Arts""]","49.20409799999999",-122.9065112
"1028141","""Rick Scott and Nico Rhodes""","2018-02-17T20:00:00-08:00","2018-02-17T22:30:00-08:00","[""Concerts""]","49.76786870000001",-123.1502799
"1028456","""Paul Simon""","2018-05-16T20:00:00-07:00","2018-05-16T20:00:00-07:00","[""Concerts""]","49.2777744",-123.1085205
"1027946","""Family Day AIBC Architectural Walking Tour of Gastown""","2018-02-12T00:00:00-08:00","2018-02-12T00:00:00-08:00","[""Holiday"", ""Attractions""]","49.2817386",-123.1095914
"1028236","""A Modernist in the Desert: Georgia O’Keeffe""","2018-03-12T19:00:00-07:00","2018-03-12T21:00:00-07:00","[""Galleries""]","49.327049",-123.154809
"1028351","""Morris Bartlett is At War""","2018-02-09T20:00:00-08:00","2018-02-10T21:30:00-08:00","[""Comedy"", ""Theatre""]","49.2737034",-123.0692115
"1028526","""The Oscar Shorts: Documentary Program B""","2018-02-19T16:30:00-08:00","2018-03-03T17:10:00-08:00","[""Film""]","49.277062",-123.124918
"1028426","""Geeks versus Nerds: Femageddon""","2018-02-17T19:00:00-08:00","2018-02-17T19:00:00-08:00","[""Comedy""]","49.2813725",-123.1334276
"1028256","""Artists Painting Their Passions Exhibition Opening""","2018-02-08T18:00:00-08:00","2018-02-08T20:00:00-08:00","[""Galleries"", ""Fundraisers & Charity""]","49.2697256",-123.132565
"1028326","""Jokes Please""","2018-02-08T21:00:00-08:00","2018-02-08T22:30:00-08:00","[""Comedy""]","49.2481131",-123.1016289
"1028226","""Stronger Than Ever - Live, Uncut, True Stories""","2018-02-18T18:30:00-08:00","2018-02-18T21:30:00-08:00","[""Forums & Talks""]","49.2798683",-123.0769481
"1033361","""Black History Month Lecture: Dr. Trevor Burnard""","2018-02-20T18:30:00-08:00","2018-02-20T18:30:00-08:00","[""Forums & Talks"", ""Literary/Books""]","49.28451159999999",-123.1116016
"1028086","""Alison Hogan""","2018-03-17T17:00:00-07:00","2018-03-17T19:00:00-07:00","[""Performing Arts""]","49.2533243",-123.1011646
"1027846","""2018 Seed Celebration""","2018-03-10T10:30:00-08:00","2018-03-10T13:30:00-08:00","[""Markets"", ""Festivals""]","49.1095845",-122.6452444
"1029371","""Rampant Lion""","2018-03-03T20:00:00-08:00","2018-03-03T20:00:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"1046411","""PBLI - Local Government 2018: Current Issues""","2018-04-18T09:00:00-07:00","2018-04-18T17:00:00-07:00","[""Forums & Talks""]","49.2829261",-123.1203895
"1028091","""Alison Hogan""","2018-03-16T20:00:00-07:00","2018-03-16T20:00:00-07:00","[""Performing Arts""]","49.2845311",-123.1141129
"1028461","""Justin Timberlake""","2018-11-08T00:00:00-08:00","2018-11-08T00:00:00-08:00","[""Concerts""]","49.2777744",-123.1085205
"1027866","""The Oscar Shorts: Live Action 2018""","2018-02-12T00:00:00-08:00","2018-03-03T00:00:00-08:00","[""Film""]","49.277062",-123.124918
"1028266","""Celebrating Nowruz: Iranian New Year""","2018-03-17T14:00:00-07:00","2018-03-17T16:00:00-07:00","[""Festivals"", ""Galleries""]","49.327049",-123.154809
"1028546","""Faces Places""","2018-02-20T20:15:00-08:00","2018-02-24T20:10:00-08:00","[""Film""]","49.277062",-123.124918
"1028241","""Exploring the North Vancouver Art Scene""","2018-03-15T10:00:00-07:00","2018-03-15T17:00:00-07:00","[""Galleries""]","49.327049",-123.154809
"1028511","""Kate Nash""","2018-04-04T21:00:00-07:00","2018-04-04T21:00:00-07:00","[""Concerts""]","49.281962",-123.0998865
"1033901","""Vancouver Film School Open House""","2018-02-24T10:00:00-08:00","2018-02-24T13:00:00-08:00","[""Film"", ""Forums & Talks""]","49.28335200000001",-123.1080423
"1028286","""Family Day at Coal Harbour""","2018-02-12T10:00:00-08:00","2018-02-12T12:00:00-08:00","[""Festivals"", ""Kids' Stuff""]","49.2900551",-123.1256944
"1028501","""Jon and Roy""","2018-04-06T21:30:00-07:00","2018-04-06T21:30:00-07:00","[""Concerts""]","49.2805555",-123.1207453
"1027301","""Career Explorer""","2018-02-16T10:00:00-08:00","2018-02-16T16:00:00-08:00","[""Other""]","49.27966840000001",-123.1154772
"1027666","""The Bitcoin Basics Course from Bitcoin Academy""","2018-03-03T08:30:00-08:00","2018-03-03T16:30:00-08:00","[""Other""]","49.2830751",-123.1239084
"1027561","""The Wisdom of Love""","2018-02-08T19:00:00-08:00","2018-02-22T20:30:00-08:00","[""Other""]","49.1907208",-122.8493939
